instructor,avg_gpa
"ROBERTS, T.",2.721666666666667
"SCHLOSSER, S.",3.3138709677419356
"LYNCH, C.",3.5399999999999996
"HAMBER, F.",3.193888888888889
"CHIAMPI, J.",3.3490909090909096
"NAGAI, A.",2.998857142857143
"RIGGS, H.",3.16089552238806
"KLEIN, S.",3.49125
"CHOE, H.",3.286545454545455
"GRIFFITH, T.",2.8779999999999997
"TRANEL, B.",2.985
"SIEGEL, B.",3.5497826086956525
"DEPAUL, A.",3.2267307692307687
"CORWIN, M.",3.39375
"HAYASAKI, E.",3.4454838709677413
"WILENTZ, A.",3.6245833333333333
"STANFORD, P.",3.19125
"MOORE, K.",3.8681818181818186
"SHEPPARD, V.",3.314
"SHIVENDU, S.",3.53
"HUANG, C.",3.373333333333333
"MORRIS, W.",3.749473684210526
"RICHEY, T.",3.75775
"LETOURNEAU, D.",3.63695652173913
"DANLEY, S.",3.05
"TURNER, J.",3.6060000000000003
"HITE, J.",3.5545945945945943
"FAMIGLIETTI, C.",2.1275000000000004
"ISIK, M.",2.974285714285714
"GIOVANGIGLI, L.",2.4099999999999997
"KOMAROVA, N.",2.837142857142857
"SUBRAMANIAN, S.",2.426
"BRODERICK, R.",2.424
"HEZARI, H.",2.81
"KACHKOVSKIY, I.",2.548888888888889
"WANG, Q.",2.8766666666666665
"ELGART, A.",3.08
"SILVERBERG, A.",2.4499999999999997
"TRAN, H.",2.3358333333333334
"LIU, K.",2.4212499999999997
"DUONG, S.",2.164
"PANTANO, A.",3.1453061224489796
"LOWENGRUB, J.",3.509090909090909
"KRUPCHYK, K.",3.053846153846154
"ALLARD, J.",2.7577777777777777
"WILSON, T.",2.5733333333333337
"XU, G.",2.5961538461538463
"WIYGUL, D.",2.5125
"STREETS, J.",2.490909090909091
"ZEMAN, M.",2.5
"KIM, C.",3.423333333333333
"DABDUB, D.",2.9658333333333338
"DIMAS, D.",3.1341666666666668
"RANGEL, R.",3.264615384615385
"PUGA, A.",2.966666666666667
"MCDONELL, V.",3.535
"BROUWER, J.",3.3810344827586207
"WANG, Y.",3.74078125
"LIEBECK, R.",3.3308823529411766
"KULINSKY, L.",3.394594594594595
"SIDERIS, A.",2.877
"MCCARTHY, J.",3.924905660377358
"REINKENSMEYER, D.",3.780714285714286
"MEASE, K.",3.4916666666666667
"TAHA, H.",3.667666666666667
"ALEXANDER, K.",3.69
"GRIFFITT, BEDELIAN.",3.487727272727273
"SCHAER, M.",3.5425
"KNIGHT, R.",3.0380000000000003
"DOBRIAN, J.",3.4381250000000003
"REARDON, C.",2.6139130434782603
"OMOUMI, H.",3.7686956521739132
"BUCK, R.",3.8666666666666667
"TUCKER, S.",3.9117857142857146
"MCKEOWN, K.",4.0
"PARKINS, M.",3.9949999999999997
"RODRIGUEZ, B.",3.9422727272727274
"MULNARD, R.",3.62
"MOVIUS, M.",3.8240000000000003
"EVANGELISTA, L.",3.6424999999999996
"MILBURY, B.",3.015
"MIRANDA-WOOD, C.",3.64
"SAUNDERS, K.",3.6890909090909094
"KIAN, S.",3.883529411764706
"MOBLEY, D.",3.5575
"ZHAO, W.",3.73
"GREENBERG, S.",2.8705000000000003
"PERIN, C.",3.4095000000000004
"HELMREICH, J.",3.3104347826086955
"WALSH, S.",2.913846153846154
"SCHWAB, M.",3.4299999999999997
"FIOCCO, M.",2.7670000000000003
"JOLLEY, S.",2.9699999999999998
"SHANAHAN, T.",3.588125
"HYDE, K.",3.67
"DALY, A.",3.4978260869565223
"BARTH, A.",2.9564285714285714
"SIWY, Z.",3.5293548387096774
"WU, R.",2.88
"SOBEL, H.",2.475
"KIRKBY, A.",3.021818181818182
"XIA, J.",3.1733333333333333
"SMY, M.",2.545
"RAJARAMAN, A.",2.914
"WHITESON, D.",3.167222222222222
"MURGIA, S.",3.4675000000000002
"TRIMBLE, V.",3.2487500000000002
"CHERNYSHEV, A.",2.92
"KIRKBY, D.",3.164054054054054
"COOPER, M.",3.5430188679245287
"COORAY, A.",3.46875
"FENG, J.",3.445333333333333
"KAPLINGHAT, M.",2.8775
"HANNINEN, A.",2.82
"HO, W.",2.9583870967741936
"YU, C.",2.7535
"RENDON, M.",2.9038888888888885
"CHEW, K.",3.0936363636363637
"KIM, J.",3.237878787878788
"MAZUMDAR, S.",3.14234375
"FELDMAN, M.",3.7975000000000003
"BOUSHEY, G.",3.41
"OLSON, K.",3.2045454545454546
"TESLER, M.",3.4963636363636357
"WATTENBERG, M.",3.128235294117647
"PETRACCA, M.",3.485357142857143
"PHOENIX, D.",3.54375
"BRUNSTETTER, D.",3.189333333333333
"SERESERES, C.",3.357413793103448
"MEYER, D.",3.178
"BERNSTEIN, J.",3.0866666666666664
"URIU, R.",3.5930555555555554
"YIM, I.",3.1815384615384614
"CHEN, C.",3.1072727272727274
"GOLDBERG, W.",3.5421428571428564
"JAMNER, L.",3.3425
"MCEWAN, S.",3.4912499999999995
"MADDI, S.",3.748333333333333
"HEINE, B.",2.9011764705882355
"PRAUSE, J.",2.8816666666666664
"QUAS, J.",3.3970588235294117
"FAN, H.",2.7725
"SHARIF, B.",3.263333333333333
"WU, J.",3.4500000000000006
"OGUNSEITAN, O.",3.5640000000000005
"GALASSETTI, P.",3.85
"STERN, S.",3.9050000000000002
"MARAFFI, E.",4.0
"MJOLSNESS, L.",3.5625
"SANDALSKA, Z.",3.446956521739131
"SERON, C.",3.3979999999999997
"HULL, J.",2.97025641025641
"ALAO, N.",3.435714285714286
"WEHRENFENNIG, D.",3.9423076923076916
"ROSALES, R.",3.4294736842105267
"BROWN, S.",3.3810526315789478
"BANDELJ, N.",3.335714285714286
"TORRES, J.",3.3552365930599364
"MORA QUILON, M.",3.2180769230769224
"NAVAJAS, G.",3.8122222222222226
"LEGRAS, H.",3.6865
"AMAR SANCHEZ, A.",3.313333333333333
"HANCOCK, S.",2.61
"WARD, E.",3.043333333333333
"UTTS, J.",3.0
"TRAN, T.",3.4216417910447756
"ROSZAK, S.",3.3300000000000005
"PFOST, D.",3.206666666666667
"CARNEGIE, H.",3.314
"MELEY, E.",3.0499999999999994
"DOUGHERTY, K.",3.1225000000000005
"LERNER, S.",3.21575
"CLERKIN, B.",3.3920000000000003
"HORIUCHI, L.",3.2450000000000006
"MODUGNO, J.",3.4575
"MILTON, J.",3.1733333333333333
"DELANY-ULLMAN, L.",2.7389361702127664
"DANNER, K.",2.75
"ANDREASEN, M.",2.980943396226416
"GRAY, R.",2.9799999999999995
"KEEPERMAN, J.",3.2454
"HAAS, L.",3.3110714285714287
"TREGLIA, J.",2.7
"KEELER, C.",3.04
"FITZSIMMONS, M.",2.9441666666666664
"EASON, K.",3.132941176470588
"DUBEY, J.",2.9524444444444446
"KAMINSKI, L.",2.98875
"ALLEN, B.",2.8183333333333334
"HESKETH, M.",2.623333333333333
"MCCLELLAND, K.",2.686666666666667
"PALMQUIST, T.",2.8200000000000003
"SEWARD, S.",2.9452459016393435
"MCKAY, L.",2.8247619047619055
"FISCHER, A.",3.0609615384615383
"WAY, J.",2.982909698996656
"BLISS, J.",2.9941666666666666
"MONTAGNE, L.",2.5714285714285716
"JOSEPH, N.",3.304
"TANNOUS, L.",3.281
"JAECKELS, J.",3.335
"STREITFELD, S.",3.43
"SUNG, T.",2.892608695652174
"KATIBOGLU, M.",3.33
"HATCH, L.",3.2883333333333336
"ODA, T.",3.1199999999999997
"CLARKE, M.",3.4361904761904762
"LILLMARS, B.",3.061395348837209
"PARK, B.",3.074166666666667
"ELLIS, T.",3.0629787234042554
"MCCOY, J.",3.2925
"LIU, E.",3.16
"LEWIN, K.",3.042777777777778
"MCCLURE, G.",3.142372881355932
"PETERS, A.",3.5363636363636357
"SCHULTZ, R.",3.4847999999999995
"CHIENG, C.",2.929642857142857
"NYENHUIS, J.",3.1925
"TANG, A.",3.1325000000000003
"EASON, L.",3.0075510204081635
"FISH, K.",3.177058823529412
"JARRELL, T.",3.013333333333333
"ZHUANG, J.",2.998571428571428
"COONEY, M.",2.7366666666666664
"TITTERUD, E.",2.96
"CUNNINGHAM, G.",3.1411111111111114
"FOUST, A.",3.5439999999999996
"CHASE, W.",3.1184615384615384
"KATO, J.",3.3699999999999997
"WYATT, S.",3.4050000000000002
"CLARK, H.",3.3344444444444448
"WIRTHLIN, D.",2.7783333333333338
"MONTAGUE, E.",2.802
"EATON, H.",3.3240000000000003
"KARLSSON, S.",3.2884375
"REINER, N.",3.2593750000000004
"BAGINSKI, A.",3.3333333333333335
"CANNON, A.",3.034
"CIBULA III, P.",3.282777777777778
"CROSBY, S.",3.40625
"GRANIER, B.",3.6
"CRONIN, C.",3.0366666666666666
"GERACI-ROSS, J.",3.6244444444444444
"HAWKINS, W.",3.54
"HUTCHINS, M.",3.3049999999999997
"FUNK, J.",3.3057142857142856
"MACKAY, K.",3.445
"KRALL, J.",3.23
"GOEBEL, J.",3.503333333333334
"GILMORE, J.",3.4233333333333333
"HILL, A.",3.233636363636364
"MEGHDADI, A.",3.2511999999999994
"LEEDERMAN, T.",3.1609999999999996
"DUPREE, A.",2.9694736842105263
"GORDON, C.",2.9645454545454544
"MIESKOSKI, E.",3.0062499999999996
"COLLINS, R.",3.2618085106382972
"TRIVEDI, P.",3.3637500000000005
"BARNEHAMA, E.",3.37
"SIMMONS, M.",3.1853846153846153
"FROUZESH, S.",3.258235294117647
"KANG, C.",3.268333333333333
"HOOKS, S.",3.175
"SMITH, S.",2.895
"AIJIAN, P.",2.7785714285714285
"GULLABA, A.",2.908039215686274
"QUEEN, B.",3.525
"MAHONEY, M.",3.6012500000000003
"CUMMINGS, T.",2.745
"HOLBROOK, T.",2.925
"KNIGHTEN, L.",3.0450000000000004
"MALCOLM, C.",3.2
"MURPHY, N.",3.6200000000000006
"AHN, N.",2.88
"BERGHOF, A.",3.479411764705883
"NIEMAN, J.",3.297857142857143
"KIKLOWICZ, D.",3.0882258064516135
"FOUSHEE, A.",3.74
"GERSTLER, A.",3.723333333333333
"DOMZALSKI, D.",2.993333333333333
"NUNAN, C.",2.9450000000000003
"SWEENEY, E.",3.2685714285714282
"FONKEN, B.",3.1951515151515153
"ZAYED, O.",3.0954545454545452
"CHANDLER, N.",3.641666666666666
"MUTERE, M.",3.489166666666667
"PARHAM, T.",2.9975
"MURPHY, K.",3.4517857142857147
"FAUST, K.",2.8033333333333332
"NAM, S.",3.399375
"MASTNAK, J.",3.45
"MONTOYA, M.",3.312
"ZHAN, M.",3.1438461538461544
"TREND, D.",3.895
"FINEBERG, J.",3.7649999999999992
"LONNER, M.",3.744705882352941
"APPEL, K.",3.72
"MYERS, G.",4.0
"PENNY, S.",3.170833333333333
"LOH, S.",3.8466666666666662
"JENKINS, U.",3.8215000000000003
"SHAFER, J.",3.5199999999999996
"MARTINEZ, D.",3.822222222222222
"MASSEY, L.",3.3608333333333333
"WUE, R.",3.2138095238095237
"BETANCOURT, R.",3.729
"NISBET, J.",3.226923076923077
BELSKI.,3.98
"VO, L.",3.375714285714286
"TENNER, A.",2.508
"GAUT, B.",3.1666666666666665
"SUETTERLIN, C.",3.241666666666667
"MACGREGOR, G.",2.8611111111111107
"RANZ NAVALPOTRO, J.",2.8181818181818183
"GERMAN, D.",3.436551724137931
"AZIZI, E.",3.6774999999999998
"KLEEMAN, E.",2.915
"OCHABA, J.",3.03
"DINH, M.",2.98
"GALVEZ, B.",2.9850000000000003
"ALLISON, S.",3.433333333333333
"HUGHES, C.",3.217
"MORTAZAVI, S.",3.485
"AYALA, F.",3.85
"BLUMBERG, B.",3.1674999999999995
"HICKOK, G.",3.126470588235294
"STRIEDTER, G.",3.433076923076923
"BLURTON-JONES, M.",3.272222222222222
"YASSA, M.",3.619444444444444
"HICKS, J.",3.5479310344827586
"JAMES, A.",3.436818181818182
"AKBARI, Y.",3.988571428571429
"FROSTIG, R.",3.978
"MUELLER, L.",3.728717948717949
"KONG, A.",4.0
"TROMBERG, B.",3.526666666666667
"CHEN, Z.",3.3785714285714286
"LEE, A.",3.3971428571428572
"SHI, F.",3.153333333333333
"NILSSON, M.",3.1819999999999995
"RUIZ, C.",3.554166666666667
"MOHAMED, F.",3.4949999999999997
"BLAKE, D.",2.444
"PRONIN, S.",2.8325
"FREEMAN, F.",3.0942857142857143
"JOHNSON, A.",3.3348936170212773
"EVANS, W.",3.1468749999999996
"YANG, J.",3.067857142857143
"PRESCHER, J.",3.2429787234042555
"MUKAMEL, S.",2.81
"GE, N.",2.6
"SPITALE, R.",3.2527777777777778
"FLORES, G.",3.3256
"CAMPOS, B.",3.7318181818181815
"WARD, G.",3.0608333333333326
"HSU, K.",2.7891666666666666
"KIA, S.",2.6823076923076927
"AGHAKOUCHAK, A.",3.5
"SAPHORES, J.",3.079285714285714
"JIN, W.",3.2946153846153843
"LEMNITZER, A.",3.255510204081633
"TSENG, L.",2.765
"ROSSO, D.",3.3866666666666663
"DAVIS, K.",3.2337499999999997
"MOSALLAM, A.",3.425555555555556
"PORTER, J.",3.4333333333333336
"D'ZMURA, T.",3.5667307692307686
"DITTO, P.",3.206666666666667
"VANDEKERCKHOVE, J.",3.6754545454545458
"KRICHMAR, J.",3.1987500000000004
"STEYVERS, M.",2.918666666666667
"ROOK, K.",2.926666666666667
"ZAMISKA, K.",2.861875
"CHUBB, C.",2.8653846153846154
"NARENS, L.",3.2478571428571428
"NEWMAN, J.",3.694666666666667
"MAJUMDER, A.",3.05
"CAREY, M.",3.1640909090909095
"ESMAELNEZHAD, J.",3.485
"EL ZARKI, M.",2.89
"TSUDIK, G.",2.8040000000000003
"JARECKI, S.",3.0399999999999996
"SMYTH, P.",3.4714285714285715
"IHLER, A.",3.535384615384615
"DE FLAVIIS, F.",3.253809523809524
"ELTAWIL, A.",3.0583333333333336
"SWINDLEHURST, A.",3.02
"KUBRIN, C.",2.6755555555555555
"THOMPSON, W.",2.59
"JESILOW, P.",2.6759999999999997
"GOTTFREDSON, M.",2.7258333333333327
"HIPP, J.",3.1325000000000003
"TURNER, S.",3.126666666666667
"YATES, D.",3.2176923076923076
"MEEKER, J.",3.106666666666667
"MC CLEARY, R.",3.4436
"LOFTUS, E.",3.39
"HAN, S.",3.64125
"HALL, C.",3.8751111111111105
"WANG, T.",3.700344827586207
"NAUGLE, L.",3.959375
LIM.,3.9
"RUSSO, B.",4.0
"KHERADVAR, A.",3.261818181818182
"BARKER, S.",3.864
"MATSUBARA, T.",3.58
"BETANCOURT, B.",3.9520000000000004
"MUNRO, I.",3.3325
"HOOKER, M.",3.8074999999999997
"BRESTOFF, R.",3.8252941176470587
"SIMON, E.",3.8746153846153844
"PAGE, J.",3.7944444444444447
"MACKEY, K.",3.49
"YU, J.",3.086666666666667
"LAWRENCE, C.",3.45
"VELICOGNA, I.",3.582
"MATTHEW, R.",3.619142857142857
"CHOI, C.",2.950833333333333
"SKAPERDAS, S.",3.3025
"RANJAN, P.",2.7730769230769234
"CARVALHO, J.",3.1966666666666668
"DUFFY, J.",3.00625
"DONG, Y.",3.2599999999999993
"CHERNYSHOFF, N.",2.866
"SAARI, D.",3.2525
"ROTH, K.",3.0528571428571425
"CARTER, E.",3.058
"NEUMARK, D.",2.812857142857143
"SWANSON, E.",2.847777777777778
"BOGART, D.",3.068888888888889
"RICHARDSON, G.",3.573666666666667
"BAILEY, D.",3.3297777777777777
"HINGA, B.",3.6525000000000003
"CLEAR, L.",3.5778947368421057
"VAN ES, E.",3.875
"JOHNSTON, J.",3.512826086956521
"LIN, K.",3.033
"JAFARKHANI, H.",2.5012499999999998
"CAPOLINO, F.",3.1712499999999997
"ANANDKUMAR, A.",3.11
"SMEDLEY, K.",2.8051282051282054
"HEYDARI, P.",3.33625
"NAGENTHIRAM, P.",2.31
"LI, G.",3.9176190476190467
"TSUGE, B.",3.88
"MUMM, D.",3.0758823529411767
"HECK, S.",3.8922222222222222
"HONG, P.",3.2545
"HELFER, R.",3.4190000000000005
"DAVIS, R.",3.2139655172413795
"BARTLETT, J.",3.5870000000000006
"STEINTRAGER, J.",3.463
"BURT, E.",3.383
"BIENDARRA, A.",3.2983333333333333
"GLEBOVA, A.",3.196363636363636
"BENAMOU, C.",3.393333333333334
"DIMENDBERG, E.",3.701578947368421
"VAN DEN ABBEELE, B.",2.91
MAHMUD-ABDELWAHAB.,3.2649999999999997
"THUMA, E.",3.4586666666666663
"SCHEPER, J.",3.233199999999999
"KANG, L.",3.1611764705882353
"REZAI, S.",3.88
"PAN, D.",3.1747826086956525
"MCLOUGHLIN, N.",3.600967741935485
"PATIL, U.",3.3840000000000003
"O'TOOLE, R.",3.0042857142857144
"BAUM, E.",3.4600000000000004
"THOMAS, A.",3.2216666666666662
"HAYNES, D.",3.2533333333333334
"FARMER, S.",3.5525531914893618
"GRUEN, M.",3.625
"CHRISTENSEN, C.",3.11
"TOPIK, S.",2.8600000000000003
"HART, G.",3.13
"RICHARDSON, D.",3.07
"DOMBROWSKI, L.",3.74
"MARK, G.",3.2414285714285715
"HAYES, G.",3.8299999999999996
"BIETZ, M.",3.5818181818181816
"NARDI, B.",3.3316666666666666
MEENAKSHISUNDARAM.,3.036875
"O'CONNELL, C.",2.9814035087719297
"SADIQ, K.",3.2886666666666664
"FUJII, J.",3.4
"WEATHERALL, J.",3.7281818181818185
"BARRETT, J.",3.701428571428572
"WELLMEYER, P.",3.413793103448276
"LUNAWAT, R.",3.3600000000000003
"GUI, L.",3.43
"SUN, Z.",3.6
"LANE, L.",3.6933333333333334
"JUERGENS, M.",3.53
"TREASURYWALA, MISTR.",3.95
"TRAINOR, H.",3.6466666666666665
"DREZNER, Z.",3.5888888888888886
"BRUNSWICK, R.",3.115
"KARTALIJA, M.",2.66
"BANERJEE, A.",2.132222222222222
"XIN, J.",2.66125
"SCHECHTER, M.",3.085
MOOBEDMEHDIABADI.,2.2750000000000004
"ENCISO RUIZ, G.",2.4
"YU, Y.",2.54875
"TERNG, C.",2.425
"ZHAO, H.",2.33
"FOREMAN, M.",2.526363636363637
"KOO, H.",2.28
"FIGOTIN, A.",2.1861904761904762
"GAMERO CASTANO, M.",3.0478571428571426
"LIU, F.",3.348181818181818
"LARUE, J.",3.71
"RUPERT, T.",3.2312499999999997
"AHMADKHANLOU, F.",3.71875
"TACKETT, E.",3.925
"BAUER, A.",3.0783333333333327
"SUN, C.",2.0759999999999996
"UMEZAKI, K.",3.669230769230769
"AKAGI, K.",3.2455555555555557
"SCHNEIDERMAN, J.",4.0
"MURATA, M.",3.36
"OLSHANSKY, E.",3.88
"BENDER, M.",3.9527272727272718
"CHOI, S.",3.95
"LUPTAK, A.",3.5025925925925923
"HOLTER, B.",2.955
"KENT, B.",2.8043750000000003
"SKYRMS, B.",3.2566666666666664
"GILBERT, M.",3.247272727272727
"CARSON, D.",3.088181818181818
"RITZ, T.",3.5704761904761897
"CASPER, D.",2.94
"HEIDBRINK, W.",2.63375
"TAFFARD, A.",3.0565420560747665
"BARWICK, S.",3.1398901098901093
"CHEN, M.",3.392857142857143
"BULLOCK, J.",3.23
"TAJIMA, F.",3.0383333333333336
"WHITE, S.",2.788333333333334
"SHIRMAN, Y.",3.060833333333333
"ABAZAJIAN, K.",3.363529411764706
"BOLLENS, S.",3.0790000000000006
"PIPKIN, S.",3.3154545454545454
"FELDMAN, D.",3.3
"STOKOLS, D.",2.872
"MUKAMEL, D.",2.9299999999999997
"SCHONFELD, W.",3.418
"BECKMANN, M.",3.6045454545454545
"DANZIGER, J.",3.108571428571428
"UHLANER, C.",3.444166666666666
"MONROE, K.",3.441666666666667
"SOLINGER, D.",2.7916666666666665
"DALTON, R.",3.27
"WATTAD, M.",3.14
"KELLEY, P.",3.1765000000000003
"CARTER, D.",3.143333333333333
"CHENG, J.",3.05
"CAUFFMAN, E.",3.2607692307692306
"GARNER, C.",2.83
"PHILIP, K.",3.318333333333334
"STEPHENSON, V.",3.978571428571428
"PRESSMAN, S.",3.9149999999999996
"SCAVIO, M.",3.2269999999999994
"RUMBAUT, R.",2.732222222222222
"RIM, K.",2.7439999999999998
"RUIZ, S.",3.84875
"SNOW, D.",2.78
"AVERY, J.",3.8071428571428565
"SCHOFER, E.",3.075714285714286
"FRANK, D.",3.6026315789473684
"POLLETTA, F.",3.3946153846153844
"AMENTA, E.",3.388333333333333
"WANG, F.",3.2015000000000002
"TREAS, J.",2.983333333333333
"MORALES-RIVERA, S.",3.6634782608695655
"SEFAMI, J.",3.6300000000000003
HERNANDEZ-TORRES.,3.707
"YU, Z.",3.025555555555556
"LEE, J.W.",3.41
"MURPHY, D.",2.9000000000000004
"HICKERSON, C.",3.1957142857142857
"SHORT, G.",3.0264705882352945
"ANSELMO, P.",3.12875
"LLOYD, J.",2.86
"TONKOVICH, A.",3.0452777777777773
"LEONG, D.",3.37
"CONNELL, C.",2.850909090909091
"TERREFE, S.",3.376666666666667
"VAZIRI, P.",3.2449999999999997
"BALON, R.",3.26
"JENSEN, I.",3.093333333333333
"SU, Y.",3.2338461538461534
"BOELLSTORFF, T.",3.85
"JENKS, A.",3.6144117647058818
"OLSON, V.",3.372222222222222
"ANASTAS, R.",3.8283333333333336
"SAMARAS, C.",3.73
"TUCKER, L.",3.5123809523809526
"ERDMANN, D.",3.36
"WINTHER, D.",3.2225
"LE-HUYNH, N.",3.716666666666667
"TRESEDER, K.",3.595
"GREEN, K.",2.8542857142857145
"SUN, S.",3.1942857142857144
"TSAI, S.",3.0066666666666664
"GLABE, C.",3.3215384615384616
"MULLIGAN, R.",3.035
"GUZOWSKI, J.",3.2536842105263157
"ASKEW, C.",3.335
"MAHAVONGTRAKUL, M.",3.225
"WALL, V.",3.05
"ROBERTS, J.",2.95
"STEVENSON, R.",2.89
"PEDERSEN, I.",3.0237499999999997
"RAFELSKI, S.",3.23
"CAMPBELL, D.",3.554
"SCHILLING, T.",2.665714285714286
"FOWLER, C.",3.337272727272728
"SUMIKAWA, K.",3.5625
"AVISE, J.",3.6950000000000003
"BRISCOE, A.",3.819
"CUMMINGS, B.",4.0
"AIZIK, S.",3.997272727272727
"WILSON, W.",4.0
"HUI, E.",3.008571428571429
"SHREIM, S.",2.835
"JUHASZ, T.",3.265
"LIU, W.",3.064230769230769
"DIGMAN, M.",3.71375
"READ, E.",3.2841666666666662
"HOO, C.",3.5340000000000003
"MOHRAZ, A.",2.5833333333333335
"RAGAN, R.",2.9266666666666667
"YEE, A.",2.9953846153846153
"HOCHBAUM, A.",3.0981250000000005
"NIZKORODOV, S.",3.3144444444444443
"AL-AMIN, M.",2.7
"CORN, R.",3.554444444444444
"ESSER-KAHN, A.",2.585
"NOWICK, J.",3.4000000000000004
"BURKE, K.",3.2379999999999995
"HEYDUK, A.",3.005714285714286
"MARTENS, C.",3.098
"FURCHE, F.",3.205
"FELICIANO, C.",2.9725
"MCNALLY, M.",3.238461538461539
"ZISSOS, P.",3.172272727272727
"JOSE, R.",2.953333333333333
"BAILEY, E.",3.2004999999999995
"SRINIVASAN, R.",3.4127272727272726
"ROSENBERG, S.",3.015555555555556
"GAGE, N.",3.37
"LILJEHOLM, M.",3.0233333333333334
"BLUMENFELD, R.",2.53
"FOWLKES, C.",3.4339999999999997
"BIDYUK, B.",3.5675000000000003
"MEHROTRA, S.",3.4908333333333332
"LI, C.",3.185882352941176
"VEIDENBAUM, A.",3.0020000000000002
"MARKOPOULOU, A.",3.2835714285714284
VENKATASUBRAMANIAN.,3.1925
"GIVARGIS, T.",3.7972413793103454
"GOODRICH, M.",3.234375
